scenario,timestamp,agent_id,agent_name,agent_ip,hostname,program,location,full_log,rule_id,rule_level,rule_description,rule_groups,rule_groups_str,y_priority
harrison,2022-02-06 01:33:27.674319+00:00,27,wazuh-client,192.168.128.1,wazuh-client,snort,/var/log/suricata/fast.log,02/06/2022-01:33:27.674319  [**] [1:2027863:4] ET INFO Observed DNS Query to .biz TLD [**] [Classification: Potentially Bad Traffic] [Priority: 2] {UDP} 172.28.192.4:19607 -> 172.28.255.254:53,20101,6,IDS event.,['ids'],ids,medium
wilson,2022-02-05 16:54:10.489425+00:00,25,wazuh-client,10.182.194.5,wazuh-client,snort,/var/log/suricata/fast.log,02/05/2022-16:54:10.489425  [**] [1:2230010:1] SURICATA TLS invalid record/traffic [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.182.194.5:59138 -> 10.182.193.181:443,20101,6,IDS event.,['ids'],ids,medium
wheeler,2022-01-27 10:00:40.416041+00:00,12,wazuh-client,10.38.243.24,wazuh-client,snort,/var/log/suricata/fast.log,01/27/2022-10:00:40.416041  [**] [1:2230003:1] SURICATA TLS invalid handshake message [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.38.242.195:443 -> 10.38.243.24:44800,20101,6,IDS event.,['ids'],ids,medium
wilson,2022-02-07 11:03:10+00:00,28,wazuh-client,172.26.243.167,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"10.182.193.78 - - [07/Feb/2022:11:03:10 +0000] ""GET /wp-content/upgrade/repo HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31101,5,Web server 400 error code.,"['web', 'accesslog', 'attack']","web,accesslog,attack",medium
wheeler,2022-01-30 07:42:45+00:00,32,wazuh-client,192.168.2.114,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"10.38.243.125 - - [30/Jan/2022:07:42:45 +0000] ""GET /wp-includes/blocks/databases HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31101,5,Web server 400 error code.,"['web', 'accesslog', 'attack']","web,accesslog,attack",medium
santos,2022-01-14 19:30:53.867652+00:00,30,wazuh-client,10.229.0.4,wazuh-client,json,/var/log/suricata/eve.json,,86601,3,Suricata: Alert - ET INFO Observed DNS Query to .biz TLD,"['ids', 'suricata']","ids,suricata",low
wheeler,2022-01-30 10:11:41+00:00,29,wazuh-client,172.27.182.4,khanwood-mail,dovecot,/var/log/mail.info,"Jan 30 10:11:41 khanwood-mail dovecot: imap-login: Login: user=<megan.stone>, method=PLAIN, rip=172.27.181.253, lip=172.27.181.253, mpid=22801, TLS, session=<KZzw5MnWOuOsG7X9>",9701,3,Dovecot Authentication Success.,"['dovecot', 'authentication_success']","dovecot,authentication_success",low
wheeler,2022-01-30 07:43:03+00:00,32,wazuh-client,192.168.2.114,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"10.38.243.125 - - [30/Jan/2022:07:43:03 +0000] ""GET /wp-includes/certificates/store HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31101,5,Web server 400 error code.,"['web', 'accesslog', 'attack']","web,accesslog,attack",medium
fox,2022-01-18 12:20:52+00:00,27,wazuh-client,10.35.35.206,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"172.17.130.196 - - [18/Jan/2022:12:20:52 +0000] ""GET /wp-admin/maint/traceroute HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31101,5,Web server 400 error code.,"['web', 'accesslog', 'attack']","web,accesslog,attack",medium
wilson,2022-02-07 11:13:52+00:00,28,wazuh-client,172.26.243.167,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"10.182.193.78 - - [07/Feb/2022:11:13:52 +0000] ""GET /wp-content/themes/go/dist/sqlweb HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31101,5,Web server 400 error code.,"['web', 'accesslog', 'attack']","web,accesslog,attack",medium
santos,2022-01-17 19:13:35+00:00,21,wazuh-client,10.229.2.25,hayes-mail,dovecot,/var/log/mail.info,"Jan 17 19:13:35 hayes-mail dovecot: imap-login: Login: user=<norman.humphries>, method=PLAIN, rip=10.229.2.25, lip=10.229.2.25, mpid=10474, TLS, session=<BL768svVSOEK5QIZ>",9701,3,Dovecot Authentication Success.,"['dovecot', 'authentication_success']","dovecot,authentication_success",low
wheeler,2022-01-30 07:52:02+00:00,32,wazuh-client,192.168.2.114,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"10.38.243.125 - - [30/Jan/2022:07:52:02 +0000] ""GET /wp-includes/js/jquery/ui/gifts HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31151,10,Multiple web server 400 error codes from same source ip.,"['web', 'accesslog', 'web_scan', 'recon']","web,accesslog,web_scan,recon",high
wilson,2022-02-07 11:57:25+00:00,32,wazuh-client,10.182.193.181,mail,dovecot,/var/log/mail.log,"Feb  7 11:57:25 mail dovecot: imap-login: Login: user=<kristi.obrien>, method=PLAIN, rip=10.182.193.181, lip=10.182.193.181, mpid=13449, TLS, session=<gc/JTWzXipIKtsG1>",9701,3,Dovecot Authentication Success.,"['dovecot', 'authentication_success']","dovecot,authentication_success",low
wheeler,2022-01-30 07:45:26+00:00,32,wazuh-client,192.168.2.114,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"10.38.243.125 - - [30/Jan/2022:07:45:26 +0000] ""GET /wp-includes/blocks/buttons/favorites HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31101,5,Web server 400 error code.,"['web', 'accesslog', 'attack']","web,accesslog,attack",medium
harrison,2022-02-08 02:25:53.282445+00:00,16,wazuh-client,192.168.131.109,wazuh-client,snort,/var/log/suricata/fast.log,02/08/2022-02:25:53.282445  [**] [1:2027863:4] ET INFO Observed DNS Query to .biz TLD [**] [Classification: Potentially Bad Traffic] [Priority: 2] {UDP} 192.168.131.109:41312 -> 192.168.128.1:53,20101,6,IDS event.,['ids'],ids,medium
harrison,2022-02-08 07:47:48+00:00,21,wazuh-client,192.168.131.215,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"10.237.1.238 - - [08/Feb/2022:07:47:48 +0000] ""GET /wp-content/themes/go/dist/123 HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31101,5,Web server 400 error code.,"['web', 'accesslog', 'attack']","web,accesslog,attack",medium
wheeler,2022-01-30 07:44:14+00:00,32,wazuh-client,192.168.2.114,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"10.38.243.125 - - [30/Jan/2022:07:44:14 +0000] ""GET /wp-includes/widgets/phones HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31101,5,Web server 400 error code.,"['web', 'accesslog', 'attack']","web,accesslog,attack",medium
shaw,2022-01-26 12:23:35.474433+00:00,23,wazuh-client,172.24.249.224,wazuh-client,snort,/var/log/suricata/fast.log,01/26/2022-12:23:35.474433  [**] [1:2230003:1] SURICATA TLS invalid handshake message [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 185.33.220.241:443 -> 172.24.249.224:47752,20101,6,IDS event.,['ids'],ids,medium
harrison,2022-02-08 07:47:03+00:00,21,wazuh-client,192.168.131.215,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"10.237.1.238 - - [08/Feb/2022:07:47:03 +0000] ""GET /wp-includes/js/thickbox/error_pages HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31101,5,Web server 400 error code.,"['web', 'accesslog', 'attack']","web,accesslog,attack",medium
fox,2022-01-18 12:20:08+00:00,27,wazuh-client,10.35.35.206,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"172.17.130.196 - - [18/Jan/2022:12:20:08 +0000] ""GET /wp-admin/images/mb HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31101,5,Web server 400 error code.,"['web', 'accesslog', 'attack']","web,accesslog,attack",medium
wheeler,2022-01-30 07:50:40+00:00,32,wazuh-client,192.168.2.114,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"10.38.243.125 - - [30/Jan/2022:07:50:40 +0000] ""GET /wp-includes/js/tinymce/giftoptions HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31101,5,Web server 400 error code.,"['web', 'accesslog', 'attack']","web,accesslog,attack",medium
fox,2022-01-18 12:36:00+00:00,27,wazuh-client,10.35.35.206,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"172.17.130.196 - - [18/Jan/2022:12:36:00 +0000] ""GET /wp-includes/js/tinymce/plugins/lists/dyop_delete HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31101,5,Web server 400 error code.,"['web', 'accesslog', 'attack']","web,accesslog,attack",medium
wilson,2022-02-07 11:00:52+00:00,28,wazuh-client,172.26.243.167,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"10.182.193.78 - - [07/Feb/2022:11:00:52 +0000] ""GET /javascript/jquery/articles HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31101,5,Web server 400 error code.,"['web', 'accesslog', 'attack']","web,accesslog,attack",medium
harrison,2022-02-08 07:53:55+00:00,21,wazuh-client,192.168.131.215,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"10.237.1.238 - - [08/Feb/2022:07:53:55 +0000] ""GET /wp-includes/js/tinymce/plugins/wordpress/frames HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31101,5,Web server 400 error code.,"['web', 'accesslog', 'attack']","web,accesslog,attack",medium
wilson,2022-02-07 11:16:28+00:00,28,wazuh-client,172.26.243.167,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"10.182.193.78 - - [07/Feb/2022:11:16:28 +0000] ""GET /wp-content/themes/go/dist/css/smileys HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31101,5,Web server 400 error code.,"['web', 'accesslog', 'attack']","web,accesslog,attack",medium
wilson,2022-02-07 11:19:14+00:00,28,wazuh-client,172.26.243.167,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"10.182.193.78 - - [07/Feb/2022:11:19:14 +0000] ""GET /wp-content/themes/go/dist/images/social/portfoliofiles HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31151,10,Multiple web server 400 error codes from same source ip.,"['web', 'accesslog', 'web_scan', 'recon']","web,accesslog,web_scan,recon",high
fox,2022-01-18 12:36:58+00:00,27,wazuh-client,10.35.35.206,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"172.17.130.196 - - [18/Jan/2022:12:36:58 +0000] ""GET /wp-content/themes/go/dist/css/admin/wwhelp HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31101,5,Web server 400 error code.,"['web', 'accesslog', 'attack']","web,accesslog,attack",medium
harrison,2022-02-08 07:37:03+00:00,21,wazuh-client,192.168.131.215,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"10.237.1.238 - - [08/Feb/2022:07:37:03 +0000] ""GET /wp-includes/sitemaps/sitebuilder HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31101,5,Web server 400 error code.,"['web', 'accesslog', 'attack']","web,accesslog,attack",medium
harrison,2022-02-08 07:30:58+00:00,21,wazuh-client,192.168.131.215,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"10.237.1.238 - - [08/Feb/2022:07:30:58 +0000] ""GET /wp-includes/generic HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31101,5,Web server 400 error code.,"['web', 'accesslog', 'attack']","web,accesslog,attack",medium
wheeler,2022-01-30 07:44:43+00:00,32,wazuh-client,192.168.2.114,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"10.38.243.125 - - [30/Jan/2022:07:44:43 +0000] ""GET /wp-includes/blocks/archives/downloader HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31151,10,Multiple web server 400 error codes from same source ip.,"['web', 'accesslog', 'web_scan', 'recon']","web,accesslog,web_scan,recon",high
harrison,2022-02-08 07:29:48+00:00,21,wazuh-client,192.168.131.215,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"10.237.1.238 - - [08/Feb/2022:07:29:48 +0000] ""GET /insurance HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31101,5,Web server 400 error code.,"['web', 'accesslog', 'attack']","web,accesslog,attack",medium
fox,2022-01-18 12:21:18+00:00,27,wazuh-client,10.35.35.206,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"172.17.130.196 - - [18/Jan/2022:12:21:18 +0000] ""GET /wp-content/plugins/.swf HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31101,5,Web server 400 error code.,"['web', 'accesslog', 'attack']","web,accesslog,attack",medium
wheeler,2022-01-30 07:55:27+00:00,32,wazuh-client,192.168.2.114,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"10.38.243.125 - - [30/Jan/2022:07:55:27 +0000] ""GET /wp-content/themes/go/dist/images/social/typo3conf HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31101,5,Web server 400 error code.,"['web', 'accesslog', 'attack']","web,accesslog,attack",medium
wilson,2022-02-05 09:01:09+00:00,32,wazuh-client,10.182.193.181,mail,dovecot,/var/log/syslog,"Feb  5 09:01:09 mail dovecot: imap-login: Login: user=<patrick.wood>, method=PLAIN, rip=10.182.193.181, lip=10.182.193.181, mpid=12149, TLS, session=<0ci9m0HXuscKtsG1>",9701,3,Dovecot Authentication Success.,"['dovecot', 'authentication_success']","dovecot,authentication_success",low
harrison,2022-02-08 07:51:45+00:00,21,wazuh-client,192.168.131.215,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"10.237.1.238 - - [08/Feb/2022:07:51:45 +0000] ""GET /wp-content/themes/go/dist/images/pkginfo HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31101,5,Web server 400 error code.,"['web', 'accesslog', 'attack']","web,accesslog,attack",medium
wilson,2022-02-07 11:18:10+00:00,28,wazuh-client,172.26.243.167,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"10.182.193.78 - - [07/Feb/2022:11:18:10 +0000] ""GET /wp-includes/js/tinymce/plugins/media/prn HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31151,10,Multiple web server 400 error codes from same source ip.,"['web', 'accesslog', 'web_scan', 'recon']","web,accesslog,web_scan,recon",high
harrison,2022-02-08 07:29:54+00:00,21,wazuh-client,192.168.131.215,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"10.237.1.238 - - [08/Feb/2022:07:29:54 +0000] ""GET /sensepost HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31101,5,Web server 400 error code.,"['web', 'accesslog', 'attack']","web,accesslog,attack",medium
fox,2022-01-18 12:33:16+00:00,27,wazuh-client,10.35.35.206,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"172.17.130.196 - - [18/Jan/2022:12:33:16 +0000] ""GET /wp-includes/js/jquery/ui/django HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31151,10,Multiple web server 400 error codes from same source ip.,"['web', 'accesslog', 'web_scan', 'recon']","web,accesslog,web_scan,recon",high
wilson,2022-02-03 07:47:12.018597+00:00,25,wazuh-client,10.182.194.5,wazuh-client,snort,/var/log/suricata/fast.log,02/03/2022-07:47:12.018597  [**] [1:2230003:1] SURICATA TLS invalid handshake message [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.182.194.5:54406 -> 10.182.193.181:443,20101,6,IDS event.,['ids'],ids,medium
wardbeck,2022-01-22 07:34:01+00:00,25,wazuh-client,10.132.56.171,mail,dovecot,/var/log/mail.log,"Jan 22 07:34:01 mail dovecot: imap-login: Login: user=<ashley.garcia>, method=PLAIN, rip=10.132.56.171, lip=10.132.56.171, mpid=20984, TLS, session=<6VRjwibW+p4KhDir>",9701,3,Dovecot Authentication Success.,"['dovecot', 'authentication_success']","dovecot,authentication_success",low
wheeler,2022-01-27 16:57:24.339101+00:00,30,wazuh-client,10.38.243.125,wazuh-client,snort,/var/log/suricata/fast.log,01/27/2022-16:57:24.339101  [**] [1:2230010:1] SURICATA TLS invalid record/traffic [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 85.239.105.10:443 -> 10.38.243.125:49218,20101,6,IDS event.,['ids'],ids,medium
harrison,2022-02-08 07:44:16+00:00,21,wazuh-client,192.168.131.215,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"10.237.1.238 - - [08/Feb/2022:07:44:16 +0000] ""GET /wp-includes/blocks/rss/poker HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31101,5,Web server 400 error code.,"['web', 'accesslog', 'attack']","web,accesslog,attack",medium
wilson,2022-02-07 11:04:00+00:00,28,wazuh-client,172.26.243.167,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"10.182.193.78 - - [07/Feb/2022:11:04:00 +0000] ""GET /wp-includes/certificates/output HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31101,5,Web server 400 error code.,"['web', 'accesslog', 'attack']","web,accesslog,attack",medium
wilson,2022-02-07 11:09:04+00:00,28,wazuh-client,172.26.243.167,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"10.182.193.78 - - [07/Feb/2022:11:09:04 +0000] ""GET /wp-includes/blocks/html/aaa HTTP/1.1"" 404 382 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31101,5,Web server 400 error code.,"['web', 'accesslog', 'attack']","web,accesslog,attack",medium
russellmitchell,2022-01-24 03:57:35+00:00,10,wazuh-client,10.143.2.4,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"172.19.131.174 - - [24/Jan/2022:03:57:35 +0000] ""GET /question HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31151,10,Multiple web server 400 error codes from same source ip.,"['web', 'accesslog', 'web_scan', 'recon']","web,accesslog,web_scan,recon",high
harrison,2022-02-08 07:53:33+00:00,21,wazuh-client,192.168.131.215,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"10.237.1.238 - - [08/Feb/2022:07:53:33 +0000] ""GET /wp-includes/js/tinymce/plugins/media/alt HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31101,5,Web server 400 error code.,"['web', 'accesslog', 'attack']","web,accesslog,attack",medium
russellmitchell,2022-01-21 11:43:53.404020+00:00,22,wazuh-client,172.19.128.1,wazuh-client,snort,/var/log/suricata/fast.log,01/21/2022-11:43:53.404020  [**] [1:2230010:1] SURICATA TLS invalid record/traffic [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 209.54.177.54:443 -> 192.168.230.4:41198,20101,6,IDS event.,['ids'],ids,medium
wilson,2022-02-07 11:10:46+00:00,28,wazuh-client,172.26.243.167,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"10.182.193.78 - - [07/Feb/2022:11:10:46 +0000] ""GET /wp-includes/blocks/rss/administrador HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31101,5,Web server 400 error code.,"['web', 'accesslog', 'attack']","web,accesslog,attack",medium
harrison,2022-02-08 07:33:50+00:00,21,wazuh-client,192.168.131.215,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"10.237.1.238 - - [08/Feb/2022:07:33:50 +0000] ""GET /wp-content/themes/msg HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31101,5,Web server 400 error code.,"['web', 'accesslog', 'attack']","web,accesslog,attack",medium
wheeler,2022-01-30 00:15:59+00:00,31,wazuh-client,10.38.242.195,mail,freshclam,/var/log/syslog,Jan 30 00:15:59 mail freshclam[31216]: Sun Jan 30 00:15:59 2022 -> ClamAV update process started at Sun Jan 30 00:15:59 2022,52507,3,ClamAV database update,"['clamd', 'freshclam', 'virus']","clamd,freshclam,virus",low
harrison,2022-02-08 07:44:24+00:00,21,wazuh-client,192.168.131.215,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"10.237.1.238 - - [08/Feb/2022:07:44:24 +0000] ""GET /wp-includes/blocks/search/bt HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31101,5,Web server 400 error code.,"['web', 'accesslog', 'attack']","web,accesslog,attack",medium
wheeler,2022-01-30 07:42:14+00:00,32,wazuh-client,192.168.2.114,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"10.38.243.125 - - [30/Jan/2022:07:42:14 +0000] ""GET /wp-content/upgrade/cpanel HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31101,5,Web server 400 error code.,"['web', 'accesslog', 'attack']","web,accesslog,attack",medium
harrison,2022-02-08 07:44:06+00:00,21,wazuh-client,192.168.131.215,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"10.237.1.238 - - [08/Feb/2022:07:44:06 +0000] ""GET /wp-includes/blocks/rss/51 HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31101,5,Web server 400 error code.,"['web', 'accesslog', 'attack']","web,accesslog,attack",medium
wilson,2022-02-07 11:06:01+00:00,28,wazuh-client,172.26.243.167,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"10.182.193.78 - - [07/Feb/2022:11:06:01 +0000] ""GET /wp-includes/blocks/archives/errors HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31101,5,Web server 400 error code.,"['web', 'accesslog', 'attack']","web,accesslog,attack",medium
wheeler,2022-01-30 07:49:02+00:00,32,wazuh-client,192.168.2.114,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"10.38.243.125 - - [30/Jan/2022:07:49:02 +0000] ""GET /wp-includes/blocks/spacer/get_file HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31101,5,Web server 400 error code.,"['web', 'accesslog', 'attack']","web,accesslog,attack",medium
santos,2022-01-15 06:19:13.618276+00:00,30,wazuh-client,10.229.0.4,wazuh-client,json,/var/log/suricata/eve.json,,86601,3,Suricata: Alert - ET HUNTING Possible COVID-19 Domain in SSL Certificate M2,"['ids', 'suricata']","ids,suricata",low
wilson,2022-02-03 10:34:23+00:00,15,wazuh-client,192.168.226.198,lane-mail,dovecot,/var/log/mail.log,"Feb  3 10:34:23 lane-mail dovecot: imap-login: Login: user=<bethany.thomas>, method=PLAIN, rip=192.168.226.198, lip=192.168.226.198, mpid=9303, TLS, session=<85V7rRrXUuPAqOLG>",9701,3,Dovecot Authentication Success.,"['dovecot', 'authentication_success']","dovecot,authentication_success",low
harrison,2022-02-07 11:47:19.190202+00:00,24,wazuh-client,10.237.0.166,wazuh-client,snort,/var/log/suricata/fast.log,02/07/2022-11:47:19.190202  [**] [1:2230010:1] SURICATA TLS invalid record/traffic [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.237.0.166:45638 -> 10.237.2.255:443,20101,6,IDS event.,['ids'],ids,medium
wilson,2022-02-07 11:06:14+00:00,28,wazuh-client,172.26.243.167,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"10.182.193.78 - - [07/Feb/2022:11:06:14 +0000] ""GET /wp-includes/blocks/audio/document_library HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31101,5,Web server 400 error code.,"['web', 'accesslog', 'attack']","web,accesslog,attack",medium
wheeler,2022-01-30 17:18:58.191429+00:00,12,wazuh-client,10.38.243.24,wazuh-client,json,/var/log/suricata/eve.json,,86601,3,Suricata: Alert - SURICATA TLS invalid handshake message,"['ids', 'suricata']","ids,suricata",low
wilson,2022-02-07 11:12:31+00:00,28,wazuh-client,172.26.243.167,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"10.182.193.78 - - [07/Feb/2022:11:12:31 +0000] ""GET /wp-includes/images/smilies/Servlet HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31101,5,Web server 400 error code.,"['web', 'accesslog', 'attack']","web,accesslog,attack",medium
santos,2022-01-17 14:51:39.516692+00:00,30,wazuh-client,10.229.0.4,wazuh-client,snort,/var/log/suricata/fast.log,01/17/2022-14:51:39.516692  [**] [1:2230003:1] SURICATA TLS invalid handshake message [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 217.69.130.233:443 -> 10.229.0.4:38412,20101,6,IDS event.,['ids'],ids,medium
fox,2022-01-18 12:32:09+00:00,27,wazuh-client,10.35.35.206,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"172.17.130.196 - - [18/Jan/2022:12:32:09 +0000] ""GET /wp-content/themes/go/dist/transfer HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31101,5,Web server 400 error code.,"['web', 'accesslog', 'attack']","web,accesslog,attack",medium
wheeler,2022-01-26 09:22:35+00:00,27,wazuh-client,172.27.181.174,fischer-mail,dovecot,/var/log/mail.info,"Jan 26 09:22:35 fischer-mail dovecot: imap-login: Login: user=<kieran.hughes>, method=PLAIN, rip=172.27.183.191, lip=172.27.183.191, mpid=4523, TLS, session=<5Bj3vXjWMrWsG7e/>",9701,3,Dovecot Authentication Success.,"['dovecot', 'authentication_success']","dovecot,authentication_success",low
harrison,2022-02-08 05:25:12.261470+00:00,27,wazuh-client,192.168.128.1,wazuh-client,snort,/var/log/suricata/fast.log,02/08/2022-05:25:12.261470  [**] [1:2230010:1] SURICATA TLS invalid record/traffic [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 172.28.192.4:59388 -> 185.64.189.110:443,20101,6,IDS event.,['ids'],ids,medium
